DATE,BAR NUMBER,DESCRIPTION
2018-11-27,13,-
2018-11-27,14,"HL, 60ma, AIBRE, but 7 BBRMC, BB2, TR likely"
2018-11-27,15,-
2018-11-27,16,"BBLB, PL"
2018-11-27,17,"cc BLB, should get BO HOD"
2018-11-27,18,"f BO HOY 2es, W 2 9, but cc BBLB, SS2"
2018-11-27,19,-
2018-11-27,20,"W 2es, PH, but tail, strong rally, MRV"
2018-11-27,21,-
2018-11-27,22,"HL but doji, W top, SA"
2018-11-27,23,-
2018-11-27,24,-
2018-11-27,25,-
2018-11-27,26,-
2018-11-27,27,-
2018-11-27,28,"WBLF 21 23, should test HOY for LH and 2LSD from 19 W top. Doji, TC, MRV"
2018-11-27,29,-
2018-11-27,30,"LH MTR, but 3 BLB, BBLB 29, MRV"
2018-11-27,31,-
2018-11-27,32,-
2018-11-27,33,"BR ii, after LH, ok swing S"
2018-11-27,34,-
2018-11-27,35,"L1, trapped bulls 34"
2018-11-27,36,BBRB but TRD so LBL will BTC
2018-11-27,37,"H2 28, DB 15, 60ma, but doji, BBRB 36, 4 cc BRB, BB2"
2018-11-27,38,"BBLB, but TRD so LBR will STC"
2018-11-27,39,"LH at MA, COL, ok swing S but TRD more likely than BR CH"
2018-11-27,40,-
2018-11-27,41,"DB 17 37 PB, but BRD and 3 BRB, BB2"
2018-11-27,42,-
2018-11-27,43,-
2018-11-27,44,"BL ib, but apex of Tri just below MA, LOM, bb2"
2018-11-27,45,-
2018-11-27,46,-
2018-11-27,47,"DB PB 15 37, AIL, 60ma, BL ioi, but doji, huge 46, TTR"
2018-11-27,48,-
2018-11-27,49,-
2018-11-27,50,-
2018-11-27,51,-
2018-11-27,52,"ii, BOM, but AIL, C of 19 is BTC MGA, MA SP below"
2018-11-27,53,"BR BO below ii, but tail, MA, MGA, BL will B above 51 top of ii"
2018-11-27,54,SBU
2018-11-27,55,"BL FT, more up, BL want to C GD from last week"
2018-11-27,56,"f BO HOD, W 38 46 50, but BRD after 2 BBLB, 5th BO of HOY, ps BB, SS2"
2018-11-27,57,-
2018-11-27,58,"f BO 2es, but strong 54 55, TGTA, PP BB"
2018-11-27,59,"H1, AIL, top of GD MGA, but TTR, weak rally"
2018-11-27,60,-
2018-11-27,61,"bull ioi, AIL, GD MGA, but weak rally"
2018-11-27,62,-
2018-11-27,63,"ioi BLB, TGA, but TTR"
2018-11-27,64,-
2018-11-27,65,"5t, AIBLE"
2018-11-27,66,-
2018-11-27,67,"H1, HOY SP, but BBLB so TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, TTR so LP for stop entry B, LOM, btw"
2018-11-27,68,"oo, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, at MA, MGA, tail, LP S"
2018-11-28,1,"GU but BRB, SA"
2018-11-28,2,"BLB, COH, but after BRB, far above MA, BB2, might get PB to near MA, only 20% chance of T1B"
2018-11-28,3,"oo, PH"
2018-11-28,4,"H2, but tail, still on 3 S"
2018-11-28,5,"f BO HOY 2es, but TTR"
2018-11-28,6,"W 1 4, but doji. AIBRE, PL, but BB2"
2018-11-28,7,"F W, MA and HOY MGB, still on S below 3 and 5"
2018-11-28,8,-
2018-11-28,9,-
2018-11-28,10,"W 4 6 at ma, but doji, cc BRB, room to HOY, SA"
2018-11-28,11,"L1, pp will C GU, but BLB at MA, ps BB"
2018-11-28,12,"COL, HOY MGB, still STC, but selloff lacks cc BBRB so pb BRLT. AIS, but odd favor at least MRV soon unless BR get bigger BRB"
2018-11-28,13,-
2018-11-28,14,"L1 but BLB at MA, still keeping GU open, BB"
2018-11-28,15,-
2018-11-28,16,"OU, ORV up from test HOY, AIBRE, but tail"
2018-11-28,17,-
2018-11-28,18,"L2 but doji, cc BLB, PP BB. H1 but BRB, BLTR"
2018-11-28,19,-
2018-11-28,20,-
2018-11-28,21,"BO and FT but tails, middle of TRD, B PB. W 14, 17 but 3 BLB, BB. TTR likely"
2018-11-28,22,-
2018-11-28,23,-
2018-11-28,24,"H1, AIL, but 2 BRB, middle of TRD, PP SA 23 and LOM, BLTR"
2018-11-28,25,-
2018-11-28,26,"DT 21, but AIL, just above MA, LOM"
2018-11-28,27,"DB, and a measured move up"">DBBF at MA, AIL, but BRB, LOM, LP B"
2018-11-28,28,-
2018-11-28,29,-
2018-11-28,30,"H1, AIL, but doji, top of TR"
2018-11-28,31,"huge SBU, pp will lead to higher prices for next several days, even if big PB soon"
2018-11-28,32,-
2018-11-28,33,"H1, but BRD, ps SA, BB2"
2018-11-28,34,-
2018-11-28,35,"2lt, but 3 dojis, very strong BO, only look to B"
2018-11-28,36,"OU, AIL, but tail, TTR, BB2"
2018-11-28,37,"2LT 2es but doji, TTR, LOM, very strong BO, do not S"
2018-11-28,38,"H2, COH, strong BL BO, ok B, even tho TTR"
2018-11-28,39,-
2018-11-28,40,-
2018-11-28,41,-
2018-11-28,42,"BBRB COL, AIBLE, but MRV"
2018-11-28,43,-
2018-11-28,44,"H1, AIL, should test 41 L for LBL, but cc BBRL, BB2, BUDC, PP, more SD to near MA"
2018-11-28,45,-
2018-11-28,46,"3 CC BLB, BTC"
2018-11-28,47,-
2018-11-28,48,-
2018-11-28,49,-
2018-11-28,50,-
2018-11-28,51,-
2018-11-28,52,"HH MTR, PH, AIBLE, but 9 BBLMC in strong BLT, SS2"
2018-11-28,53,"H1, but CC BRB, BB2"
2018-11-28,54,-
2018-11-28,55,-
2018-11-28,56,"W 41 52, COL, AIBLE, ok S scalp for MRV test 41 H and MA"
2018-11-28,57,-
2018-11-28,58,-
2018-11-28,59,-
2018-11-28,60,-
2018-11-28,61,"ioi so H2 above MA, AIL, but TTR NS"
2018-11-28,62,-
2018-11-28,63,-
2018-11-28,64,-
2018-11-28,65,"OD, COL, DT 62 LH MTR, but not many bars in DT or TTR so PP MRV"
2018-11-28,66,"CC BRB, COL, STC, but PP MRV and H2 59"
2018-11-28,67,"H2 59, MAG, 63 H was reasonable B so MGA, AIBRE, but only 1t BLB, BB2"
2018-11-28,68,-
2018-11-28,69,"COL, should test 63 H"
2018-11-29,1,"H of last week and open of month are magnets for tm since end of week and month. I am away tomorrow. Y ended with W top. Bear doji, LOM"
2018-11-29,2,"big OU, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, BR will STC after BRD, LOM. Btw"
2018-11-29,3,"BRD, ioi, but TTR and dojis, LOM, LP B or S, btw"
2018-11-29,4,-
2018-11-29,5,-
2018-11-29,6,"ii, but TTR, btw. 50% chance BO UD will reverse. After Y W top, BR want test of 67 or 43 HL"
2018-11-29,7,-
2018-11-29,8,"W 2 4, COH, pp still AIL, but 7 BBRMC, TTR, still on 6 S, still BOM"
2018-11-29,9,-
2018-11-29,10,-
2018-11-29,11,"BR BO and FT, but still HL 67, tails, 50% chance TTR BO will F. AIS but not strong BR"
2018-11-29,12,-
2018-11-29,13,"huge SBU, new HOD, PP AIL, but need FT"
2018-11-29,14,"bear IB, f BO HOD, BLT, L1 S but BDUC, btw"
2018-11-29,15,-
2018-11-29,16,-
2018-11-29,17,-
2018-11-29,18,"F BO 12 NL of DT, should test 13 C since reasonable BTC. Tail, 4 BRB, BB2"
2018-11-29,19,-
2018-11-29,20,"L1 but doji, 2 BLB, BB"
2018-11-29,21,-
2018-11-29,22,-
2018-11-29,23,"Big OU, C above 12 C so no more BGD, AIL, should test 13 C"
2018-11-29,24,"CC BLB, AIL, but PP TRD"
2018-11-29,25,-
2018-11-29,26,"H1, but BRB 25, at top of 14 SX and at 13 C, back to 9 TTR, so TTR likely soon"
2018-11-29,27,"W 20 24 but CC BLB, AIL, BB, LOM"
2018-11-29,28,-
2018-11-29,29,-
2018-11-29,30,"W 20 24 27, but BLB, LOM BLTR"
2018-11-29,31,-
2018-11-29,32,"H1, AIL, but cc BRB, LOM, SA"
2018-11-29,33,-
2018-11-29,34,-
2018-11-29,35,"bull ib, H1, but doji, TTR"
2018-11-29,36,-
2018-11-29,37,-
2018-11-29,38,-
2018-11-29,39,-
2018-11-29,40,"H1 but BRB, SA"
2018-11-29,41,-
2018-11-29,42,-
2018-11-29,43,"W 34 37 39, test COY, weak rally, but tail, MRV"
2018-11-29,44,"SBD but MRV, BA 43 L"
2018-11-29,45,-
2018-11-29,46,"BLT, but cc BRB, 2LSD, but PP will test 43 L, and might get new HOD, then W. today will PP c around open and be DD after Y BX"
2018-11-29,47,-
2018-11-29,48,-
2018-11-29,49,"LH, but MRV, BLB, should reach COY since got close 42"
2018-11-29,50,-
2018-11-29,51,"H2 at MA, but TTR and might get 2LD from 45. NS"
2018-11-29,52,-
2018-11-29,53,"EBLT, W 13 42, W 29 42, F BO OOD, COL, PH, AIBLE, ok S, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, btw"
2018-11-29,54,-
2018-11-29,55,"big doji outside bar, BTW"
2018-11-29,56,"BRD, ioi, but 4 BRB so bad B and doji, no C below MA in 30 bars so bad S. btw"
2018-11-29,57,"SBU, BO HOY, BTC, but top of BL CH and near Nov 16 LH"
2018-11-29,58,-
2018-11-29,59,-
2018-11-29,60,-
2018-11-29,61,-
2018-11-29,62,"F BO HOY and BL CH, MDT, but TTR, BRBR. BOM"
2018-11-29,63,-
2018-11-29,64,"TTR, BOM, AIL"
2018-11-29,65,SBU
2018-11-29,66,-
2018-11-29,67,"W 52 59, BX, COL, AIBLE, ok S for test of MA and 65 BX L and Nov 16 H BT"
2018-11-29,68,-
2018-11-29,69,"3 CC BRB, TGB"
2018-12-3,1,"BGGU. BRB, but tail. PH. After 5 BL days, today pp will C below open"
2018-12-3,2,"cc BRB, AIS, STC"
2018-12-3,3,"H1 but doji after 2 BBRB, SA"
2018-12-3,4,"OD, more down"
2018-12-3,5,-
2018-12-3,6,"H2 3, PL, but doji, BRB, SA"
2018-12-3,7,-
2018-12-3,8,"L1 but 3 dojis, SA, PS BB, LPS"
2018-12-3,9,"COL but 3 dojis, PP BTC"
2018-12-3,10,"MDB, MRV"
2018-12-3,11,"cc BLB, ps AIL, but MRV and LH likely"
2018-12-3,12,"LH MTR, but 3 BLB, SS2"
2018-12-3,13,-
2018-12-3,14,"LH MTR, COL, MDT, PH, 80% chance will hit MA within 1 hour"
2018-12-3,15,more STC
2018-12-3,16,-
2018-12-3,17,-
2018-12-3,18,-
2018-12-3,19,"H2 6 at MA, AIBRE, but 6 BRB, MRV to above 10L for LBL. PP TR for net 22 – 3 hour, but might get one more new L 1st for W bottom"
2018-12-3,20,-
2018-12-3,21,-
2018-12-3,22,-
2018-12-3,23,"L1, but BB and below LOD, then TR. After 11 am, TRSD or TRVU"
2018-12-3,24,-
2018-12-3,25,-
2018-12-3,26,"COL, but pp BB 19, then W and TR"
2018-12-3,27,-
2018-12-3,28,"W 6 19, MDB, PL, AIBRE, PP TR for next 2 – 3 hours, but doji after 2 BBRB, LPB"
2018-12-3,29,-
2018-12-3,30,-
2018-12-3,31,-
2018-12-3,32,"CC BLB, PP AIL, but BLTR. Should test 23 LH and maybe 12 H, then TR"
2018-12-3,33,-
2018-12-3,34,-
2018-12-3,35,"BO, MG, but BLTR"
2018-12-3,36,-
2018-12-3,37,BBLB so BX and STC
2018-12-3,38,"DT 23 but 10 BBLMC, MRV"
2018-12-3,39,-
2018-12-3,40,-
2018-12-3,41,-
2018-12-3,42,"H1 at MA, BTC BL 37 will B but after 4 BRB, PP SA and TR. If BO above 38, the PP W 23 38. More TR likely"
2018-12-3,43,-
2018-12-3,44,-
2018-12-3,45,-
2018-12-3,46,"H1 but W 23 38, PP SA and above 45. Might get 1 more push up to W 38 45"
2018-12-3,47,-
2018-12-3,48,-
2018-12-3,49,-
2018-12-3,50,-
2018-12-3,51,"H1 at MA, but 3 BBRB, SA, BB2"
2018-12-3,52,-
2018-12-3,53,-
2018-12-3,54,"W 50 52, but doji, LOM"
2018-12-3,55,"DT 53 but doji, LOM, BB 54"
2018-12-3,56,-
2018-12-3,57,"DB HL 28, W 50 52 54, test 30 H weak B SB so SBR, but doji, MRV"
2018-12-3,58,"COH, more up, but BLTR. BL want BO above 47 NL of 28 56 DB, but unlikely to get new HOD"
2018-12-3,59,-
2018-12-3,60,-
2018-12-3,61,-
2018-12-3,62,"LH, BR TL, but 8 BBLMC, MRV in TRD, PP BB"
2018-12-3,63,-
2018-12-3,64,"H1 but TTR, PS SA for 2LD, LPB"
2018-12-3,65,-
2018-12-3,66,"H2, ioi, but TTRNS. L1 but bottom of TTR, NS, LOM"
2018-12-3,67,-
2018-12-3,68,"oo after 6 bar BLF, but tail, TTR"
2018-12-3,69,"COH, but top of TR, DT 48"
2018-12-4,1,"Y ended with cc W LH. Daily chart 7 day BL MC. LOY is MGB. BRD in middle of Y TR, ps LOM, btw"
2018-12-4,2,"BBLB but tail, just below MA, still on S from Y LH MTR"
2018-12-4,3,"huge BRB, COL, AIS STC for BO below LOY and 1st PB in 7 days"
2018-12-4,4,-
2018-12-4,5,-
2018-12-4,6,"f BO LOY but tail, 2 BBRB, LP B. LOM"
2018-12-4,7,-
2018-12-4,8,"f BO LOY 2eb, PL, but TTR, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, btw"
2018-12-4,9,"OD, COL, more down, but PS w 1 5, ff 9"
2018-12-4,10,-
2018-12-4,11,"W 1 5, AIBRE, but doji"
2018-12-4,12,"OU, PL"
2018-12-4,13,"L1 but tail, W bottom, strong 12, BB"
2018-12-4,14,"OU, but tail, just below MA and 10 H, TTR, btw"
2018-12-4,15,"L2 but tail, BBLB 15, BB, TTR."
2018-12-4,16,"f L2, COH, PL, but just below MA, still BRCH, HPW. Weak BRCH so PP will get RVU at some point. BR want to C GU above Fri H. LOM, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, most should wait. Near 60ma so might have to get there before RVU"
2018-12-4,17,-
2018-12-4,18,-
2018-12-4,19,"f 18B, w 5 12, test Fri H and GU, AIBRE, PL, but BRB, MRV"
2018-12-4,20,"L1, 60ma and Fri H MGB, but BLB, W bottom, ps BB"
2018-12-4,21,"COL, 60ma MGB, AIBR S, but lots of reversals, LOM, PP BB 20 BLB"
2018-12-4,22,"HL after W bottom, but CC BRB, LP B"
2018-12-4,23,"MDT 20, AIS, BR CH, 60ma and Fri H MGB, but BLB, LOM"
2018-12-4,24,-
2018-12-4,25,-
2018-12-4,26,"f BO W, BLB, PL, but LOM, 60ma MGB"
2018-12-4,27,"L1, 60ma and H of Fri MGB, but still on 26 B, bottom of BR CH, better to S Hr"
2018-12-4,28,-
2018-12-4,29,-
2018-12-4,30,"BO, PP MMD, but need FT"
2018-12-4,31,"BBRB, CC BRB COL, PP MG, STC"
2018-12-4,32,-
2018-12-4,33,-
2018-12-4,34,BLB so PB and L1 S
2018-12-4,35,-
2018-12-4,36,-
2018-12-4,37,"PW 32 34, AIBRE, but BRB, so not strong B. OK B for MRV"
2018-12-4,38,-
2018-12-4,39,-
2018-12-4,40,"L1 but 2 BLB, might get 2LSU after PW SX, SS2"
2018-12-4,41,-
2018-12-4,42,-
2018-12-4,43,"HL but CC BRB, AIS,"
2018-12-4,44,"DT 40, AIBR can S but PS TR, PP BB 37"
2018-12-4,45,-
2018-12-4,46,-
2018-12-4,47,"L1 but BLD, another SX, PS W if new L"
2018-12-4,48,-
2018-12-4,49,-
2018-12-4,50,-
2018-12-4,51,"W 37 48, COH, CSX, PL, 2LSU likely, then TR"
2018-12-4,52,"BLB after W with good B SB, AIL. Has not touched MA all day so 99% chance will get there"
2018-12-4,53,-
2018-12-4,54,-
2018-12-4,55,"DT 49 but now AIL, BB, SS2"
2018-12-4,56,-
2018-12-4,57,-
2018-12-4,58,-
2018-12-4,59,"20GB S, L2 54, might test 55 L, but room to 43 H, which was reasonable B, AIL, MRV"
2018-12-4,60,-
2018-12-4,61,-
2018-12-4,62,-
2018-12-4,63,-
2018-12-4,64,-
2018-12-4,65,"f BO, EBLT, DT 40, MAG"
2018-12-4,66,"BBRB, COL, AIS, but MRV"
2018-12-4,67,-
2018-12-4,68,-
2018-12-4,69,HL but MRV after 5 BRB
2018-12-6,1,"BGD, COH, OD week, f BO LLW, BLB, 30% chance LOD, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, huge bars so most traders cannot risk this much, btw"
2018-12-6,2,"cc BLB, AIL, but btw since TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-6,3,"L1 but AIL, tail, far below MA, PP BB and below 1"
2018-12-6,4,"CC BRB, AIS, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, btw"
2018-12-6,5,-
2018-12-6,6,"f BL LLW and LOY 2es, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, 3 cc BRB, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-6,7,-
2018-12-6,8,-
2018-12-6,9,-
2018-12-6,10,"L1, AIS, but far below MA, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, 3 BTTR"
2018-12-6,11,-
2018-12-6,12,"OU but still on 10 S, TTR"
2018-12-6,13,"L2, AIS, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, TTR so LP"
2018-12-6,14,"H2, HL, but tail, TTR, LOM, still on 10 L, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, btw"
2018-12-6,15,-
2018-12-6,16,"COH, more down, maybe MMD to around Oct L"
2018-12-6,17,-
2018-12-6,18,-
2018-12-6,19,"BP S, BO 18b, STC"
2018-12-6,20,-
2018-12-6,21,-
2018-12-6,22,-
2018-12-6,23,"COL, STC, BO below Nov L. next SP is Oct L"
2018-12-6,24,-
2018-12-6,25,"PW 18 21, f BO Nov L, AIBRE. Not strong B since MRV likely after 10 BBRMC"
2018-12-6,26,-
2018-12-6,27,-
2018-12-6,28,-
2018-12-6,29,-
2018-12-6,30,-
2018-12-6,31,"ii at MA, SA, BB. AIL, should test 6 H and LLW at some point"
2018-12-6,32,"20GB S, MDT, but 6 cc BLB, LLW MGA, SS2"
2018-12-6,33,"H2, AIL, LLW TGTA"
2018-12-6,34,-
2018-12-6,35,"3 CC BLB, BTC, but PP PB soon since near top of TTR 10"
2018-12-6,36,-
2018-12-6,37,-
2018-12-6,38,-
2018-12-6,39,"H1, but 3LU so ps W near HOD"
2018-12-6,40,-
2018-12-6,41,-
2018-12-6,42,"W, DT 2, COL, AIBLE, ok S"
2018-12-6,43,-
2018-12-6,44,-
2018-12-6,45,"DB 38 at MA, but SA for 2LD after W and 3 BRB. AIL"
2018-12-6,46,-
2018-12-6,47,"H2, but tail, TC, room to 33 L, BB2"
2018-12-6,48,"F H2, COL, but 3LD so pp scalp"
2018-12-6,49,-
2018-12-6,50,"HL MTR, HSB, W 44 47, PP near bottom of TR, but TC, MRV"
2018-12-6,51,-
2018-12-6,52,"BO, COL, BTC"
2018-12-6,53,-
2018-12-6,54,-
2018-12-6,55,"F BO HOD, but 5 CC BLB, doji, SS2, BB"
2018-12-6,56,-
2018-12-6,57,"cc BRB, but tails, AIL, PP BB around MA, OOD, LLW"
2018-12-6,58,-
2018-12-6,59,"HL, AIL, test OOD, but doji, 3 BRB, BUDC, LOM"
2018-12-6,60,-
2018-12-6,61,-
2018-12-6,62,-
2018-12-6,63,"L2, for 2LD 58, but doji, AIL LOM, BB 59 and 62"
2018-12-6,64,-
2018-12-6,65,"H2, AIL but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-6,66,-
2018-12-6,67,"W 42 55, 64 H MGB since bad BSB, but BBLB 65, SS2"
2018-12-6,68,"H1, but 2 dojis, OOD MGB, W top, BB2"
2018-12-7,1,"H1, ALL, should go above HOY to trigger B on daily, but PW 57 79"
2018-12-7,2,"cc BLB, BTC, but PW"
2018-12-7,3,-
2018-12-7,4,"PW 57 79, PH, AIBRE. BR want week to C below LLW, but LP at the moment"
2018-12-7,5,"H1 but tail, PP SA and above 4, still on 4 S, BB2"
2018-12-7,6,"PW, PH, F BO HOY, 60ma, 2700 BRN 2es, but TTR"
2018-12-7,7,-
2018-12-7,8,"BBRB, COL, STC"
2018-12-7,9,-
2018-12-7,10,"3 CC BRB, ps SC BR"
2018-12-7,11,-
2018-12-7,12,"H2 5, AIBRE, but BB2 after strong BR BO"
2018-12-7,13,L1 but PP BB 12 since BUDC
2018-12-7,14,-
2018-12-7,15,"H2, PL, AIBRE, but TC, MRV, ps TTR and test LLW. BR want week to C below LLW"
2018-12-7,16,"MDT 13 but doji, TTR, BB, still on 15 B"
2018-12-7,17,"HL, SV test LLY and 57 H, MM, still on 15 B, but 2 dojis, TTR, LOM"
2018-12-7,18,"COH, but still AIS, just below MA, 50% chance BO above tri 13 16 will F, btw"
2018-12-7,19,"OD, SBD, AIBR S, but tri so ps FF. BR want to BO again below LLW"
2018-12-7,20,"FT, should test LLW"
2018-12-7,21,-
2018-12-7,22,-
2018-12-7,23,-
2018-12-7,24,"1t F BO LLW, W 81 14, PL, AIBRE, PP BRTR, but tail, BB2"
2018-12-7,25,-
2018-12-7,26,"H2, PL"
2018-12-7,27,-
2018-12-7,28,"L1 near MA in BRCH, but 5 cc BLB, PL 24, PP BB, SS2. Not quite AIL yet"
2018-12-7,29,"BBRB COL, AIBR S, but BB 24 for W 14 24 at LLW"
2018-12-7,30,-
2018-12-7,31,-
2018-12-7,32,"ioi, W, LLW, PL, but BRB, LP B, still AIS. AIBRE above BLB 31"
2018-12-7,33,"L1 in BRCH but BLB, PP BB and below 31"
2018-12-7,34,-
2018-12-7,35,"DB 31 after W, COH, PL, AIBRE, but TTR, BRCH, just below MA, NS"
2018-12-7,36,"DTBF 33, AIS, 1t BLT 35, but tail"
2018-12-7,37,"COL, STC"
2018-12-7,38,-
2018-12-7,39,"W 24 33, AIBRE, but 4 BRB, BB2. Should test 35 H since reasonable B"
2018-12-7,40,-
2018-12-7,41,"SBU, AIL, BRCH pp converting into TR"
2018-12-7,42,-
2018-12-7,43,-
2018-12-7,44,"DTBF 28, but AIL, BB around LLW and 39 H"
2018-12-7,45,-
2018-12-7,46,-
2018-12-7,47,-
2018-12-7,48,"LH, L1, still on DTBF S, but doji, bottom of TR, PP still AIL"
2018-12-7,49,-
2018-12-7,50,"HL MTR but doji, btw, still on DTBF S"
2018-12-7,51,-
2018-12-7,52,"COL, MMTB, STC"
2018-12-7,53,-
2018-12-7,54,-
2018-12-7,55,-
2018-12-7,56,-
2018-12-7,57,-
2018-12-7,58,"SBU, pp AIL, but better if CC BLB"
2018-12-7,59,"L1 at MA, AIS"
2018-12-7,60,"HL, ok swing, but BRB59"
2018-12-7,61,"L2 at MA, AIS"
2018-12-7,62,"COL, pp more down, but BL want H2 HL"
2018-12-7,63,-
2018-12-7,64,"W 39 57, OU, PL, AIBRE, but tail, all prior BBLB F at MA, AIS"
2018-12-7,65,"L1, BL exit, AIBR S, room to LLM and MMTGB, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR, bottom of BR CH so LP"
2018-12-7,66,-
2018-12-7,67,-
2018-12-7,68,"W 39 57, COH, just above LOY, F BO LLM, LLW MGA, but all other BBLB at MA Fd"
2018-12-7,69,"L1, but just above LOY, MGA LLW"
2018-12-7,70,-
2018-12-7,71,"L2 at MA, but just above LOY and LLW MGA, btw"
2018-12-10,1,"I have to leave 8 am today. Last week was a big OD bar on weekly chart so increased chance of inside week. Therefore, might reverse up early from just above LLW. LLW is S signal so BR want BO below LLW and MMD. Fri daily bar was S SB, but bottom of 2 month TR so ps BB. Fri had DT 28 43 that tested BOP 14 L so MGA. Fri was BR CH so bull flag. Odds favor BL BO and TR with ps test Y 14 L, even if 1st BO below LLW. HL MTR but tail, middle of 2 hour TTR, LOM"
2018-12-10,2,"DB, and a measured move up"">DBBF 77, LLW and LOY MGB, but tail, TTR, LOM"
2018-12-10,3,-
2018-12-10,4,"SBD, AIS"
2018-12-10,5,"BBRB, AIS, Oct L MGB, but TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-10,6,"L1 but doji, SX, ps BB"
2018-12-10,7,"SX, MDB, ET 57 67 so LL MTR, BBLB COH, PL"
2018-12-10,8,"L2 but doji, strong 7 BLB, BB"
2018-12-10,9,-
2018-12-10,10,"FT after big OU 9, but at MA and every rally to MA reversed down Fri"
2018-12-10,11,"WBRF at MA, AIBLE, PH, but strong 7 9, BDUC, NS"
2018-12-10,12,"cc BRB, PP AIS"
2018-12-10,13,"STC, Oct L MGB, but tail, TR, better to wait for breakout or 2nd signal. Low probability, bad for stop entries."">BBBR"
2018-12-10,14,-
2018-12-10,15,"W 67 5, DB Oct L, but BRB, SA. AIBRE 2 pts above, but still AIS"
2018-12-10,16,"L1, AIS, but BLB, NS"
2018-12-10,17,-
2018-12-10,18,L1 but BLB. Next SP is April L
2018-12-11,1,BGU
2018-12-11,2,"f BO HOY and above BL CH, cc BRB, COL, PH, but small bars, ps TTR, SS2"
2018-12-11,3,-
2018-12-11,4,-
2018-12-11,5,"MDB 3, PL, but tail, still AIS and on S 2, SA"
2018-12-11,6,-
2018-12-11,7,-
2018-12-11,8,"LH DT 2, f BO HOY 2es, ok swing S, but TTRNS"
2018-12-11,9,"SBD, but BO of TTR so 50% chance rev up"
2018-12-11,10,"H2 5 but doji, still AIS. AIBRE"
2018-12-11,11,-
2018-12-11,12,"H1, but still below 2 and 8, top of TTR, LPB, BOM 2 H and 10 L"
2018-12-11,13,"OD, LH 8, PH, but TTR, BOM"
2018-12-11,14,"DB HL 10 but doji at top of TTR, LOM"
2018-12-11,15,-
2018-12-11,16,-
2018-12-11,17,"BO and FT, STC, SPBR"
2018-12-11,18,-
2018-12-11,19,-
2018-12-11,20,"F BO 10, MDB, COH, just above HOY and 60ma, AIBRE, but TC 11, BB2. PP BB"
2018-12-11,21,"OD, AIS, but just above HOY and 60ma, SS2"
2018-12-11,22,"H2 20 just above SP, PL, but doji, TC, BB2"
2018-12-11,23,-
2018-12-11,24,-
2018-12-11,25,-
2018-12-11,26,-
2018-12-11,27,-
2018-12-11,28,"SCB, W 20 22, test HOY and 60ma, but TC, SPBR, MRV"
2018-12-11,29,-
2018-12-11,30,"DTBF 26 or 23, AIS, but 3 BLB, LPS"
2018-12-11,31,"SPD, but ps EG"
2018-12-11,32,"FT, more down"
2018-12-11,33,-
2018-12-11,34,"4 cc BRB, BO below tight BR CH, ps EG and LOD, AIBRE 2 pts above"
2018-12-11,35,"EG, AIBRE, PL, but MRV"
2018-12-11,36,"L1, SPBR, but BDUC 35, SS2"
2018-12-11,37,-
2018-12-11,38,"H2 but 2 dojis, SPBR, LP B"
2018-12-11,39,-
2018-12-11,40,"L2, AIS, but tail, SX, 2 BBRL, NS"
2018-12-11,41,-
2018-12-11,42,"3 CC BRB, PP more down, despite TTR"
2018-12-11,43,-
2018-12-11,44,-
2018-12-11,45,-
2018-12-11,46,-
2018-12-11,47,"BO and FT but top of TTR at MA so PS 2LT, DT 39. PP BL, but BR will S below BRB"
2018-12-11,48,"BBRB COL, AIS, S below"
2018-12-11,49,"HL but cc BRB, SA"
2018-12-11,50,-
2018-12-11,51,SBD
2018-12-11,52,-
2018-12-11,53,-
2018-12-11,54,"L1 but doji, PF FF 50, just above LLW, PS BB"
2018-12-11,55,-
2018-12-11,56,-
2018-12-11,57,"MDB, SX, PS FF 50 so MGA, AIBRE"
2018-12-11,58,"FF 2eb for test of 50 TTR FF, AIL, ok B, but at MA"
2018-12-11,59,"FT, should reach 50 FF and maybe 60ma and HOY"
2018-12-11,60,SBU
2018-12-11,61,-
2018-12-11,62,-
2018-12-11,63,-
